Order ID,Date,Company Name,Category,Product Name,Warehouse Location,Forecast_Demand,Actual_Demand,Stock_On_Hand,Unit_Price,Month,Year,Quarter,Season,Demand_Gap,Forecast_Accuracy_%,Revenue,Holding_Cost,Stock_Status
ORD-10792,2022-04-28,Biba,Formal Wear,Trouser,Chennai,373,317,140,5977,April,2022,2,Summer,-56,82.33438485804416,1894709,125517.0,Stockout Risk
ORD-10793,2022-04-28,Max Fashion,Casual Wear,Joggers,Chennai,114,129,371,1313,April,2022,2,Summer,15,88.37209302325581,169377,73068.45,Overstock
ORD-10794,2022-04-28,W for Woman,Casual Wear,Hoodie,Ahmedabad,353,384,315,447,April,2022,2,Summer,31,91.92708333333333,171648,21120.75,Stockout Risk
ORD-10795,2022-04-28,Pantaloons,Formal Wear,Business Dress,Ahmedabad,104,121,111,5081,April,2022,2,Summer,17,85.9504132231405,614801,84598.65,Balanced
ORD-10796,2022-04-29,Max Fashion,Sportswear,Yoga Pants,Ahmedabad,320,341,127,924,April,2022,2,Summer,21,93.841642228739,315084,17602.2,Stockout Risk
ORD-10797,2022-04-29,Reliance Trends,Sportswear,Track Suit,Ahmedabad,572,483,124,2421,April,2022,2,Summer,-89,81.57349896480332,1169343,45030.6,Stockout Risk
ORD-10798,2022-04-29,Fabindia,Western Wear,Trench Coat,Bengaluru,374,344,590,1287,April,2022,2,Summer,-30,91.27906976744185,442728,113899.5,Overstock
ORD-10799,2022-04-29,Myntra,Sportswear,Running Shorts,Mumbai,259,213,278,2176,April,2022,2,Summer,-46,78.40375586854461,463488,90739.2,Balanced
ORD-10800,2022-04-29,Reliance Trends,Sportswear,Yoga Pants,Bengaluru,265,226,235,2196,April,2022,2,Summer,-39,82.7433628318584,496296,77409.0,Stockout Risk
ORD-10801,2022-04-29,Raymond,Western Wear,Jumpsuit,Delhi,247,292,285,2026,April,2022,2,Summer,45,84.58904109589041,591592,86611.5,Balanced
ORD-10802,2022-04-29,W for Woman,Casual Wear,Polo Shirt,Kolkata,116,139,500,452,April,2022,2,Summer,23,83.45323741007195,62828,33900.0,Overstock
ORD-10803,2022-04-29,Myntra,Western Wear,Midi Dress,Ahmedabad,304,288,260,3617,April,2022,2,Summer,-16,94.44444444444444,1041696,141063.0,Stockout Risk
ORD-10804,2022-04-29,Max Fashion,Sportswear,Sports Bra,Delhi,244,197,550,991,April,2022,2,Summer,-47,76.14213197969544,195227,81757.5,Overstock
ORD-10805,2022-04-29,Max Fashion,Western Wear,Denim Jeans,Kolkata,324,284,164,1266,April,2022,2,Summer,-40,85.91549295774648,359544,31143.6,Stockout Risk
ORD-10806,2022-04-29,Fabindia,Formal Wear,Business Dress,Kolkata,264,322,116,3378,April,2022,2,Summer,58,81.98757763975155,1087716,58777.2,Stockout Risk
ORD-10807,2022-04-30,Westside,Ethnic Wear,Kurta,Mumbai,220,245,381,1171,April,2022,2,Summer,25,89.79591836734694,286895,66922.65,Overstock
ORD-10808,2022-04-30,Max Fashion,Ethnic Wear,Salwar Kameez,Bengaluru,151,165,89,1301,April,2022,2,Summer,14,91.51515151515152,214665,17368.35,Stockout Risk
ORD-10809,2022-04-30,Biba,Sportswear,Running Shorts,Pune,213,214,205,661,April,2022,2,Summer,1,99.53271028037383,141454,20325.75,Stockout Risk
ORD-10810,2022-05-01,Manyavar,Formal Wear,Trouser,Pune,400,374,321,4216,May,2022,2,Summer,-26,93.04812834224599,1576784,203000.4,Stockout Risk
ORD-10811,2022-05-01,Biba,Formal Wear,Formal Shirt,Pune,103,105,587,1622,May,2022,2,Summer,2,98.0952380952381,170310,142817.1,Overstock
ORD-10812,2022-05-01,Pantaloons,Western Wear,Denim Jeans,Delhi,137,169,525,3398,May,2022,2,Summer,32,81.06508875739645,574262,267592.5,Overstock
ORD-10813,2022-05-01,Manyavar,Sportswear,Track Suit,Ahmedabad,499,438,380,1578,May,2022,2,Summer,-61,86.0730593607306,691164,89946.0,Stockout Risk
ORD-10814,2022-05-01,W for Woman,Formal Wear,Pencil Skirt,Bengaluru,192,193,196,2276,May,2022,2,Summer,1,99.48186528497409,439268,66914.4,Balanced
ORD-10815,2022-05-01,Reliance Trends,Formal Wear,Suit,Delhi,207,178,239,5759,May,2022,2,Summer,-29,83.70786516853933,1025102,206460.15,Balanced
ORD-10816,2022-05-01,Biba,Sportswear,Yoga Pants,Kolkata,399,328,85,973,May,2022,2,Summer,-71,78.35365853658537,319144,12405.75,Stockout Risk
ORD-10817,2022-05-01,Myntra,Ethnic Wear,Salwar Kameez,Hyderabad,162,153,61,4738,May,2022,2,Summer,-9,94.11764705882354,724914,43352.7,Stockout Risk
ORD-10818,2022-05-01,Westside,Sportswear,Running Shorts,Hyderabad,451,461,170,1290,May,2022,2,Summer,10,97.83080260303687,594690,32895.0,Stockout Risk
ORD-10819,2022-05-02,Raymond,Western Wear,Trench Coat,Ahmedabad,361,353,148,4326,May,2022,2,Summer,-8,97.73371104815864,1527078,96037.2,Stockout Risk
ORD-10820,2022-05-02,Myntra,Casual Wear,Hoodie,Bengaluru,165,161,163,1005,May,2022,2,Summer,-4,97.51552795031056,161805,24572.25,Stockout Risk
ORD-10821,2022-05-02,Westside,Casual Wear,Shorts,Pune,578,457,566,1446,May,2022,2,Summer,-121,73.52297592997812,660822,122765.4,Stockout Risk
ORD-10822,2022-05-02,W for Woman,Western Wear,Denim Jeans,Kolkata,349,366,205,4477,May,2022,2,Summer,17,95.35519125683061,1638582,137667.75,Stockout Risk
ORD-10823,2022-05-03,Biba,Western Wear,Jumpsuit,Kolkata,161,128,219,4276,May,2022,2,Summer,-33,74.21875,547328,140466.6,Balanced
ORD-10824,2022-05-03,Manyavar,Formal Wear,Trouser,Mumbai,285,256,584,4137,May,2022,2,Summer,-29,88.671875,1059072,362401.2,Overstock
ORD-10825,2022-05-03,Fabindia,Casual Wear,T-Shirt,Chennai,534,456,118,1240,May,2022,2,Summer,-78,82.89473684210526,565440,21948.0,Stockout Risk
ORD-10826,2022-05-03,W for Woman,Formal Wear,Trouser,Pune,161,172,450,2077,May,2022,2,Summer,11,93.6046511627907,357244,140197.5,Overstock
ORD-10827,2022-05-03,Pantaloons,Casual Wear,Polo Shirt,Delhi,597,493,504,964,May,2022,2,Summer,-104,78.90466531440163,475252,72878.4,Stockout Risk
ORD-10828,2022-05-03,Manyavar,Ethnic Wear,Sherwani,Delhi,386,380,498,3247,May,2022,2,Summer,-6,98.42105263157895,1233860,242550.9,Balanced
ORD-10829,2022-05-03,Manyavar,Ethnic Wear,Lehenga,Mumbai,275,321,311,1724,May,2022,2,Summer,46,85.66978193146417,553404,80424.59999999999,Balanced
ORD-10830,2022-05-04,Manyavar,Western Wear,Midi Dress,Hyderabad,347,278,421,3923,May,2022,2,Summer,-69,75.17985611510791,1090594,247737.44999999998,Balanced
ORD-10831,2022-05-04,Manyavar,Ethnic Wear,Saree,Chennai,208,222,386,4237,May,2022,2,Summer,14,93.69369369369369,940614,245322.3,Overstock
ORD-10832,2022-05-04,Westside,Ethnic Wear,Saree,Hyderabad,379,378,494,2977,May,2022,2,Summer,-1,99.73544973544973,1125306,220595.69999999998,Balanced
ORD-10833,2022-05-04,Myntra,Sportswear,Running Shorts,Delhi,586,627,150,1788,May,2022,2,Summer,41,93.46092503987241,1121076,40230.0,Stockout Risk
ORD-10834,2022-05-04,Pantaloons,Sportswear,Running Shorts,Mumbai,374,362,521,1970,May,2022,2,Summer,-12,96.68508287292818,713140,153955.5,Balanced
ORD-10835,2022-05-04,Reliance Trends,Ethnic Wear,Salwar Kameez,Bengaluru,92,98,386,1609,May,2022,2,Summer,6,93.87755102040816,157682,93161.09999999999,Overstock
ORD-10836,2022-05-05,Raymond,Formal Wear,Suit,Kolkata,260,321,304,4158,May,2022,2,Summer,61,80.99688473520249,1334718,189604.8,Balanced
ORD-10837,2022-05-05,W for Woman,Casual Wear,Polo Shirt,Kolkata,427,486,226,1083,May,2022,2,Summer,59,87.86008230452674,526338,36713.7,Stockout Risk
ORD-10838,2022-05-05,Raymond,Sportswear,Sports Tee,Chennai,205,163,465,2149,May,2022,2,Summer,-42,74.23312883435582,350287,149892.75,Overstock
ORD-10839,2022-05-05,Manyavar,Formal Wear,Trouser,Ahmedabad,259,237,498,2880,May,2022,2,Summer,-22,90.71729957805907,682560,215136.0,Overstock
ORD-10840,2022-05-05,W for Woman,Ethnic Wear,Saree,Chennai,339,372,353,2257,May,2022,2,Summer,33,91.12903225806451,839604,119508.15,Balanced
ORD-10841,2022-05-05,Reliance Trends,Ethnic Wear,Saree,Pune,214,176,398,3698,May,2022,2,Summer,-38,78.4090909090909,650848,220770.6,Overstock
ORD-10842,2022-05-06,Reliance Trends,Casual Wear,Joggers,Delhi,391,379,91,717,May,2022,2,Summer,-12,96.83377308707124,271743,9787.05,Stockout Risk
ORD-10843,2022-05-06,W for Woman,Formal Wear,Trouser,Hyderabad,195,189,271,3496,May,2022,2,Summer,-6,96.82539682539682,660744,142112.4,Balanced
ORD-10844,2022-05-06,Westside,Sportswear,Running Shorts,Pune,517,534,472,1884,May,2022,2,Summer,17,96.81647940074906,1006056,133387.19999999998,Stockout Risk
ORD-10845,2022-05-06,Manyavar,Sportswear,Running Shorts,Kolkata,293,273,290,2019,May,2022,2,Summer,-20,92.67399267399267,551187,87826.5,Stockout Risk
ORD-10846,2022-05-06,W for Woman,Western Wear,Trench Coat,Bengaluru,129,160,569,3392,May,2022,2,Summer,31,80.625,542720,289507.2,Overstock
ORD-10847,2022-05-07,Raymond,Sportswear,Sports Tee,Hyderabad,415,484,521,732,May,2022,2,Summer,69,85.74380165289256,354288,57205.799999999996,Balanced
ORD-10848,2022-05-07,Max Fashion,Western Wear,Denim Jeans,Ahmedabad,366,393,405,4093,May,2022,2,Summer,27,93.12977099236642,1608549,248649.75,Balanced
ORD-10849,2022-05-07,Manyavar,Casual Wear,T-Shirt,Chennai,139,138,186,1755,May,2022,2,Summer,-1,99.27536231884058,242190,48964.5,Balanced
ORD-10850,2022-05-07,Raymond,Sportswear,Yoga Pants,Hyderabad,563,565,466,2366,May,2022,2,Summer,2,99.64601769911505,1336790,165383.4,Stockout Risk
ORD-10851,2022-05-07,Myntra,Ethnic Wear,Sherwani,Kolkata,380,307,122,1321,May,2022,2,Summer,-73,76.22149837133551,405547,24174.3,Stockout Risk
ORD-10852,2022-05-08,Reliance Trends,Western Wear,Blazer,Bengaluru,172,131,556,2559,May,2022,2,Summer,-41,68.70229007633587,335229,213420.6,Overstock
ORD-10853,2022-05-08,Pantaloons,Sportswear,Running Shorts,Pune,404,372,148,2400,May,2022,2,Summer,-32,91.39784946236558,892800,53280.0,Stockout Risk
ORD-10854,2022-05-08,Fabindia,Casual Wear,Hoodie,Bengaluru,289,249,133,592,May,2022,2,Summer,-40,83.93574297188755,147408,11810.4,Stockout Risk
ORD-10855,2022-05-08,Myntra,Ethnic Wear,Sherwani,Mumbai,271,216,51,903,May,2022,2,Summer,-55,74.53703703703704,195048,6907.95,Stockout Risk
ORD-10856,2022-05-08,Reliance Trends,Ethnic Wear,Sherwani,Kolkata,115,141,243,4881,May,2022,2,Summer,26,81.56028368794327,688221,177912.44999999998,Overstock
ORD-10857,2022-05-08,Reliance Trends,Ethnic Wear,Salwar Kameez,Kolkata,373,312,501,2254,May,2022,2,Summer,-61,80.44871794871796,703248,169388.1,Balanced
ORD-10858,2022-05-08,Max Fashion,Sportswear,Track Suit,Delhi,376,302,234,1835,May,2022,2,Summer,-74,75.49668874172185,554170,64408.5,Stockout Risk
ORD-10859,2022-05-09,Raymond,Western Wear,Jumpsuit,Ahmedabad,360,419,508,3939,May,2022,2,Summer,59,85.91885441527447,1650441,300151.8,Balanced
ORD-10860,2022-05-09,Biba,Western Wear,Trench Coat,Hyderabad,331,279,463,2667,May,2022,2,Summer,-52,81.36200716845877,744093,185223.15,Balanced
ORD-10861,2022-05-09,Max Fashion,Sportswear,Track Suit,Delhi,381,393,594,1178,May,2022,2,Summer,12,96.94656488549619,462954,104959.8,Overstock
ORD-10862,2022-05-09,Westside,Casual Wear,Polo Shirt,Hyderabad,361,347,495,1404,May,2022,2,Summer,-14,95.96541786743516,487188,104247.0,Balanced
ORD-10863,2022-05-10,Max Fashion,Ethnic Wear,Lehenga,Ahmedabad,392,370,559,3152,May,2022,2,Summer,-22,94.05405405405405,1166240,264295.2,Balanced
ORD-10864,2022-05-10,Fabindia,Ethnic Wear,Salwar Kameez,Chennai,380,427,227,3369,May,2022,2,Summer,47,88.99297423887587,1438563,114714.45,Stockout Risk
ORD-10865,2022-05-10,Pantaloons,Ethnic Wear,Lehenga,Hyderabad,260,320,103,4353,May,2022,2,Summer,60,81.25,1392960,67253.84999999999,Stockout Risk
ORD-10866,2022-05-10,Raymond,Western Wear,Jumpsuit,Mumbai,189,151,240,4118,May,2022,2,Summer,-38,74.83443708609272,621818,148248.0,Balanced
ORD-10867,2022-05-10,W for Woman,Western Wear,Midi Dress,Mumbai,103,124,260,2389,May,2022,2,Summer,21,83.06451612903226,296236,93171.0,Overstock
ORD-10868,2022-05-10,Pantaloons,Casual Wear,Polo Shirt,Hyderabad,423,402,209,904,May,2022,2,Summer,-21,94.77611940298507,363408,28340.399999999998,Stockout Risk
ORD-10869,2022-05-10,Manyavar,Formal Wear,Pencil Skirt,Hyderabad,219,209,60,3778,May,2022,2,Summer,-10,95.2153110047847,789602,34002.0,Stockout Risk
ORD-10870,2022-05-10,Manyavar,Western Wear,Midi Dress,Mumbai,400,438,92,1727,May,2022,2,Summer,38,91.32420091324201,756426,23832.6,Stockout Risk
ORD-10871,2022-05-10,Biba,Ethnic Wear,Saree,Ahmedabad,114,95,385,2171,May,2022,2,Summer,-19,80.0,206245,125375.25,Overstock
ORD-10872,2022-05-10,Manyavar,Sportswear,Yoga Pants,Chennai,203,192,256,860,May,2022,2,Summer,-11,94.27083333333333,165120,33024.0,Balanced
ORD-10873,2022-05-11,Westside,Sportswear,Track Suit,Ahmedabad,168,129,447,1492,May,2022,2,Summer,-39,69.76744186046511,192468,100038.59999999999,Overstock
ORD-10874,2022-05-11,Westside,Sportswear,Yoga Pants,Bengaluru,440,339,565,689,May,2022,2,Summer,-101,70.20648967551622,233571,58392.75,Balanced
ORD-10875,2022-05-11,Biba,Sportswear,Track Suit,Kolkata,326,301,255,1197,May,2022,2,Summer,-25,91.69435215946844,360297,45785.25,Stockout Risk
ORD-10876,2022-05-11,W for Woman,Sportswear,Track Suit,Bengaluru,238,264,75,1189,May,2022,2,Summer,26,90.15151515151516,313896,13376.25,Stockout Risk
ORD-10877,2022-05-11,Biba,Sportswear,Sports Tee,Kolkata,135,105,580,1358,May,2022,2,Summer,-30,71.42857142857143,142590,118146.0,Overstock
ORD-10878,2022-05-11,Fabindia,Ethnic Wear,Salwar Kameez,Hyderabad,83,78,109,3974,May,2022,2,Summer,-5,93.58974358974359,309972,64974.899999999994,Balanced
ORD-10879,2022-05-12,Reliance Trends,Western Wear,Denim Jeans,Delhi,90,96,537,2356,May,2022,2,Summer,6,93.75,226176,189775.8,Overstock
ORD-10880,2022-05-12,Reliance Trends,Western Wear,Midi Dress,Chennai,256,317,515,1827,May,2022,2,Summer,61,80.7570977917981,579159,141135.75,Overstock
ORD-10881,2022-05-12,Biba,Casual Wear,Polo Shirt,Chennai,267,252,313,442,May,2022,2,Summer,-15,94.04761904761905,111384,20751.899999999998,Balanced
ORD-10882,2022-05-12,Myntra,Casual Wear,Polo Shirt,Ahmedabad,430,438,282,1683,May,2022,2,Summer,8,98.17351598173516,737154,71190.9,Stockout Risk
ORD-10883,2022-05-12,Pantaloons,Formal Wear,Business Dress,Ahmedabad,311,302,447,4170,May,2022,2,Summer,-9,97.01986754966887,1259340,279598.5,Balanced
ORD-10884,2022-05-13,Max Fashion,Formal Wear,Trouser,Hyderabad,205,175,245,4477,May,2022,2,Summer,-30,82.85714285714286,783475,164529.75,Balanced
ORD-10885,2022-05-13,Pantaloons,Formal Wear,Pencil Skirt,Kolkata,237,203,194,5205,May,2022,2,Summer,-34,83.2512315270936,1056615,151465.5,Stockout Risk
ORD-10886,2022-05-13,Myntra,Sportswear,Running Shorts,Hyderabad,254,303,443,2021,May,2022,2,Summer,49,83.82838283828383,612363,134295.44999999998,Overstock
ORD-10887,2022-05-13,Reliance Trends,Western Wear,Midi Dress,Bengaluru,219,271,209,3555,May,2022,2,Summer,52,80.81180811808119,963405,111449.25,Stockout Risk
ORD-10888,2022-05-13,W for Woman,Casual Wear,Hoodie,Bengaluru,436,530,593,598,May,2022,2,Summer,94,82.26415094339623,316940,53192.1,Balanced
ORD-10889,2022-05-13,Myntra,Ethnic Wear,Saree,Kolkata,126,114,415,2463,May,2022,2,Summer,-12,89.47368421052632,280782,153321.75,Overstock
ORD-10890,2022-05-14,Reliance Trends,Ethnic Wear,Lehenga,Kolkata,378,454,507,4691,May,2022,2,Summer,76,83.25991189427313,2129714,356750.55,Balanced
ORD-10891,2022-05-14,Biba,Ethnic Wear,Sherwani,Bengaluru,163,156,595,4156,May,2022,2,Summer,-7,95.51282051282051,648336,370923.0,Overstock
ORD-10892,2022-05-14,Fabindia,Casual Wear,Polo Shirt,Bengaluru,380,292,440,1376,May,2022,2,Summer,-88,69.86301369863014,401792,90816.0,Balanced
ORD-10893,2022-05-14,Raymond,Ethnic Wear,Sherwani,Ahmedabad,379,392,508,962,May,2022,2,Summer,13,96.68367346938776,377104,73304.4,Balanced
ORD-10894,2022-05-14,Raymond,Casual Wear,T-Shirt,Delhi,213,191,453,1769,May,2022,2,Summer,-22,88.48167539267016,337879,120203.54999999999,Overstock
ORD-10895,2022-05-14,Fabindia,Casual Wear,Shorts,Kolkata,618,616,477,917,May,2022,2,Summer,-2,99.67532467532467,564872,65611.34999999999,Stockout Risk
ORD-10896,2022-05-14,Myntra,Casual Wear,Joggers,Ahmedabad,379,294,294,1319,May,2022,2,Summer,-85,71.08843537414967,387786,58167.9,Stockout Risk
ORD-10897,2022-05-14,Westside,Ethnic Wear,Lehenga,Delhi,250,256,183,887,May,2022,2,Summer,6,97.65625,227072,24348.149999999998,Stockout Risk
ORD-10898,2022-05-14,Westside,Formal Wear,Trouser,Pune,278,213,326,5699,May,2022,2,Summer,-65,69.48356807511738,1213887,278681.1,Balanced
ORD-10899,2022-05-15,Raymond,Formal Wear,Business Dress,Bengaluru,257,285,247,2182,May,2022,2,Summer,28,90.17543859649123,621870,80843.09999999999,Stockout Risk
ORD-10900,2022-05-15,Raymond,Formal Wear,Formal Shirt,Delhi,91,105,159,4558,May,2022,2,Summer,14,86.66666666666667,478590,108708.3,Overstock
ORD-10901,2022-05-15,W for Woman,Western Wear,Jumpsuit,Delhi,118,89,63,3729,May,2022,2,Summer,-29,67.41573033707866,331881,35239.049999999996,Stockout Risk
ORD-10902,2022-05-15,Fabindia,Formal Wear,Suit,Delhi,108,119,254,2250,May,2022,2,Summer,11,90.75630252100841,267750,85725.0,Overstock
ORD-10903,2022-05-15,W for Woman,Formal Wear,Trouser,Mumbai,120,113,592,5557,May,2022,2,Summer,-7,93.80530973451327,627941,493461.6,Overstock
ORD-10904,2022-05-15,Manyavar,Western Wear,Midi Dress,Mumbai,306,257,56,1920,May,2022,2,Summer,-49,80.93385214007782,493440,16128.0,Stockout Risk
ORD-10905,2022-05-16,W for Woman,Sportswear,Sports Bra,Delhi,150,176,283,1831,May,2022,2,Summer,26,85.22727272727272,322256,77725.95,Overstock
ORD-10906,2022-05-16,Manyavar,Formal Wear,Pencil Skirt,Hyderabad,298,260,403,3561,May,2022,2,Summer,-38,85.38461538461539,925860,215262.44999999998,Balanced
ORD-10907,2022-05-16,Myntra,Western Wear,Denim Jeans,Delhi,332,306,111,1527,May,2022,2,Summer,-26,91.50326797385621,467262,25424.55,Stockout Risk
ORD-10908,2022-05-16,Reliance Trends,Ethnic Wear,Lehenga,Kolkata,390,424,117,2949,May,2022,2,Summer,34,91.98113207547169,1250376,51754.95,Stockout Risk
ORD-10909,2022-05-16,Westside,Formal Wear,Suit,Chennai,330,299,244,1849,May,2022,2,Summer,-31,89.63210702341138,552851,67673.4,Stockout Risk
ORD-10910,2022-05-16,Westside,Casual Wear,Hoodie,Ahmedabad,386,452,462,1326,May,2022,2,Summer,66,85.39823008849558,599352,91891.8,Balanced
ORD-10911,2022-05-16,Myntra,Formal Wear,Business Dress,Bengaluru,242,227,202,5058,May,2022,2,Summer,-15,93.3920704845815,1148166,153257.4,Stockout Risk
ORD-10912,2022-05-16,Reliance Trends,Western Wear,Blazer,Bengaluru,191,152,450,1813,May,2022,2,Summer,-39,74.34210526315789,275576,122377.5,Overstock
ORD-10913,2022-05-16,Pantaloons,Ethnic Wear,Kurta,Bengaluru,235,273,334,2665,May,2022,2,Summer,38,86.08058608058607,727545,133516.5,Balanced
ORD-10914,2022-05-16,Westside,Formal Wear,Trouser,Mumbai,260,319,118,3870,May,2022,2,Summer,59,81.50470219435736,1234530,68499.0,Stockout Risk
ORD-10915,2022-05-16,Westside,Western Wear,Jumpsuit,Hyderabad,293,291,365,2586,May,2022,2,Summer,-2,99.3127147766323,752526,141583.5,Balanced
ORD-10916,2022-05-16,Reliance Trends,Sportswear,Running Shorts,Delhi,483,430,432,729,May,2022,2,Summer,-53,87.67441860465117,313470,47239.2,Stockout Risk
ORD-10917,2022-05-17,Raymond,Ethnic Wear,Kurta,Pune,206,176,384,2712,May,2022,2,Summer,-30,82.95454545454545,477312,156211.19999999998,Overstock
ORD-10918,2022-05-17,Raymond,Casual Wear,Joggers,Kolkata,279,343,284,1400,May,2022,2,Summer,64,81.34110787172011,480200,59640.0,Balanced
ORD-10919,2022-05-17,Max Fashion,Ethnic Wear,Lehenga,Delhi,276,310,379,1466,May,2022,2,Summer,34,89.03225806451613,454460,83342.09999999999,Balanced
ORD-10920,2022-05-17,Westside,Casual Wear,T-Shirt,Pune,269,238,196,520,May,2022,2,Summer,-31,86.97478991596638,123760,15288.0,Stockout Risk
ORD-10921,2022-05-17,Raymond,Western Wear,Denim Jeans,Kolkata,397,393,199,2510,May,2022,2,Summer,-4,98.9821882951654,986430,74923.5,Stockout Risk
ORD-10922,2022-05-17,W for Woman,Sportswear,Sports Tee,Delhi,344,384,249,1466,May,2022,2,Summer,40,89.58333333333333,562944,54755.1,Stockout Risk
ORD-10923,2022-05-18,Manyavar,Ethnic Wear,Lehenga,Hyderabad,153,137,79,4252,May,2022,2,Summer,-16,88.32116788321167,582524,50386.2,Stockout Risk
ORD-10924,2022-05-18,Pantaloons,Western Wear,Midi Dress,Bengaluru,384,373,371,2320,May,2022,2,Summer,-11,97.05093833780161,865360,129108.0,Stockout Risk
ORD-10925,2022-05-18,Manyavar,Sportswear,Running Shorts,Bengaluru,475,583,176,1355,May,2022,2,Summer,108,81.47512864493996,789965,35772.0,Stockout Risk
ORD-10926,2022-05-18,Pantaloons,Western Wear,Trench Coat,Mumbai,302,324,455,2537,May,2022,2,Summer,22,93.20987654320987,821988,173150.25,Overstock
ORD-10927,2022-05-18,Reliance Trends,Casual Wear,Shorts,Mumbai,416,461,185,539,May,2022,2,Summer,45,90.23861171366595,248479,14957.25,Stockout Risk
ORD-10928,2022-05-18,Biba,Ethnic Wear,Sherwani,Hyderabad,127,143,415,3570,May,2022,2,Summer,16,88.81118881118881,510510,222232.5,Overstock
ORD-10929,2022-05-18,Pantaloons,Ethnic Wear,Kurta,Mumbai,348,333,455,2069,May,2022,2,Summer,-15,95.49549549549549,688977,141209.25,Balanced
ORD-10930,2022-05-19,Manyavar,Western Wear,Denim Jeans,Hyderabad,202,157,74,3833,May,2022,2,Summer,-45,71.3375796178344,601781,42546.299999999996,Stockout Risk
ORD-10931,2022-05-19,W for Woman,Ethnic Wear,Salwar Kameez,Bengaluru,150,150,380,3974,May,2022,2,Summer,0,100.0,596100,226518.0,Overstock
ORD-10932,2022-05-19,Westside,Sportswear,Yoga Pants,Mumbai,414,318,86,614,May,2022,2,Summer,-96,69.81132075471697,195252,7920.599999999999,Stockout Risk
ORD-10933,2022-05-19,Reliance Trends,Casual Wear,T-Shirt,Kolkata,530,441,267,415,May,2022,2,Summer,-89,79.81859410430839,183015,16620.75,Stockout Risk
ORD-10934,2022-05-19,Max Fashion,Sportswear,Yoga Pants,Pune,246,277,312,1404,May,2022,2,Summer,31,88.8086642599278,388908,65707.2,Balanced
ORD-10935,2022-05-19,Westside,Ethnic Wear,Lehenga,Mumbai,308,323,574,4123,May,2022,2,Summer,15,95.3560371517028,1331729,354990.3,Overstock
ORD-10936,2022-05-19,W for Woman,Formal Wear,Formal Shirt,Hyderabad,371,414,355,4456,May,2022,2,Summer,43,89.61352657004831,1844784,237282.0,Stockout Risk
ORD-10937,2022-05-19,Reliance Trends,Ethnic Wear,Salwar Kameez,Chennai,191,192,367,901,May,2022,2,Summer,1,99.47916666666667,172992,49600.049999999996,Overstock
ORD-10938,2022-05-20,Raymond,Formal Wear,Business Dress,Ahmedabad,280,294,219,3837,May,2022,2,Summer,14,95.23809523809524,1128078,126045.45,Stockout Risk
ORD-10939,2022-05-20,Reliance Trends,Western Wear,Denim Jeans,Delhi,80,94,101,2323,May,2022,2,Summer,14,85.1063829787234,218362,35193.45,Balanced
ORD-10940,2022-05-20,Biba,Formal Wear,Pencil Skirt,Delhi,107,99,245,2123,May,2022,2,Summer,-8,91.91919191919192,210177,78020.25,Overstock
ORD-10941,2022-05-20,Manyavar,Formal Wear,Formal Shirt,Mumbai,141,127,319,2485,May,2022,2,Summer,-14,88.97637795275591,315595,118907.25,Overstock
ORD-10942,2022-05-20,Biba,Ethnic Wear,Kurta,Mumbai,137,108,290,4529,May,2022,2,Summer,-29,73.14814814814815,489132,197011.5,Overstock
ORD-10943,2022-05-21,Westside,Ethnic Wear,Sherwani,Delhi,158,135,457,3891,May,2022,2,Summer,-23,82.96296296296296,525285,266728.05,Overstock
ORD-10944,2022-05-21,Biba,Formal Wear,Business Dress,Mumbai,375,449,114,5425,May,2022,2,Summer,74,83.51893095768375,2435825,92767.5,Stockout Risk
ORD-10945,2022-05-21,Manyavar,Casual Wear,T-Shirt,Hyderabad,295,340,95,1400,May,2022,2,Summer,45,86.76470588235294,476000,19950.0,Stockout Risk
ORD-10946,2022-05-21,Raymond,Ethnic Wear,Lehenga,Delhi,386,360,533,2142,May,2022,2,Summer,-26,92.77777777777777,771120,171252.9,Balanced
ORD-10947,2022-05-21,Biba,Sportswear,Sports Bra,Kolkata,350,364,431,2267,May,2022,2,Summer,14,96.15384615384616,825188,146561.55,Balanced
ORD-10948,2022-05-21,Pantaloons,Formal Wear,Pencil Skirt,Kolkata,301,238,309,5322,May,2022,2,Summer,-63,73.52941176470588,1266636,246674.69999999998,Balanced
ORD-10949,2022-05-21,Myntra,Sportswear,Sports Tee,Kolkata,531,659,198,2343,May,2022,2,Summer,128,80.57663125948406,1544037,69587.09999999999,Stockout Risk
ORD-10950,2022-05-21,W for Woman,Sportswear,Sports Tee,Pune,185,220,563,1121,May,2022,2,Summer,35,84.0909090909091,246620,94668.45,Overstock
ORD-10951,2022-05-21,W for Woman,Sportswear,Sports Tee,Kolkata,411,458,432,1048,May,2022,2,Summer,47,89.73799126637554,479984,67910.4,Balanced
ORD-10952,2022-05-21,Pantaloons,Sportswear,Yoga Pants,Delhi,283,276,242,1614,May,2022,2,Summer,-7,97.46376811594203,445464,58588.2,Stockout Risk
ORD-10953,2022-05-21,Manyavar,Western Wear,Denim Jeans,Hyderabad,287,258,264,1982,May,2022,2,Summer,-29,88.75968992248062,511356,78487.2,Stockout Risk
ORD-10954,2022-05-21,W for Woman,Casual Wear,T-Shirt,Bengaluru,142,138,171,1754,May,2022,2,Summer,-4,97.10144927536231,242052,44990.1,Balanced
