Order ID,Date,Company Name,Category,Product Name,Warehouse Location,Forecast Demand (Units),Actual Demand (Units),Stock On Hand,Unit Price (₹)
ORD-11052,2022-06-04,Fabindia,Sportswear,Yoga Pants,Ahmedabad,237,265,466,978
ORD-11053,2022-06-04,Max Fashion,Ethnic Wear,Salwar Kameez,Delhi,265,213,320,3534
ORD-11054,2022-06-05,Fabindia,Western Wear,Jumpsuit,Hyderabad,105,93,131,3462
ORD-11055,2022-06-05,Manyavar,Formal Wear,Formal Shirt,Pune,127,137,325,2272
ORD-11056,2022-06-05,Westside,Ethnic Wear,Saree,Mumbai,320,369,465,1675
ORD-11057,2022-06-05,Biba,Casual Wear,Polo Shirt,Delhi,88,86,179,1797
ORD-11058,2022-06-06,Max Fashion,Formal Wear,Formal Shirt,Chennai,375,430,242,1986
ORD-11059,2022-06-06,Pantaloons,Western Wear,Jumpsuit,Hyderabad,350,313,189,3619
ORD-11060,2022-06-06,Fabindia,Western Wear,Jumpsuit,Pune,210,225,559,1669
ORD-11061,2022-06-06,Reliance Trends,Casual Wear,Polo Shirt,Bengaluru,377,305,304,482
ORD-11062,2022-06-06,Pantaloons,Ethnic Wear,Saree,Bengaluru,191,169,165,823
ORD-11063,2022-06-06,Fabindia,Ethnic Wear,Kurta,Kolkata,185,180,200,1809
ORD-11064,2022-06-06,Westside,Sportswear,Yoga Pants,Hyderabad,154,131,411,1603
ORD-11065,2022-06-06,Pantaloons,Formal Wear,Suit,Mumbai,209,157,524,5258
ORD-11066,2022-06-06,Pantaloons,Casual Wear,Polo Shirt,Delhi,227,186,336,428
ORD-11067,2022-06-06,Reliance Trends,Sportswear,Track Suit,Ahmedabad,258,232,279,1399
ORD-11068,2022-06-06,Westside,Casual Wear,Polo Shirt,Hyderabad,304,365,67,1395
ORD-11069,2022-06-06,Biba,Sportswear,Sports Bra,Delhi,217,241,584,2365
ORD-11070,2022-06-07,Pantaloons,Sportswear,Yoga Pants,Mumbai,112,115,159,2151
ORD-11071,2022-06-07,Reliance Trends,Sportswear,Sports Bra,Bengaluru,334,413,53,1763
ORD-11072,2022-06-07,Westside,Casual Wear,T-Shirt,Hyderabad,175,140,363,956
ORD-11073,2022-06-07,Reliance Trends,Formal Wear,Pencil Skirt,Kolkata,129,121,250,4253
ORD-11074,2022-06-07,Max Fashion,Formal Wear,Trouser,Kolkata,332,286,66,2622
ORD-11075,2022-06-07,W for Woman,Formal Wear,Formal Shirt,Ahmedabad,291,296,124,5114
ORD-11076,2022-06-07,W for Woman,Western Wear,Blazer,Hyderabad,269,214,312,3606
ORD-11077,2022-06-07,W for Woman,Sportswear,Running Shorts,Delhi,254,307,171,2128
ORD-11078,2022-06-08,Westside,Western Wear,Denim Jeans,Chennai,357,297,56,2086
ORD-11079,2022-06-08,Reliance Trends,Ethnic Wear,Sherwani,Hyderabad,374,332,487,3658
ORD-11080,2022-06-08,Myntra,Ethnic Wear,Sherwani,Chennai,178,148,210,2718
ORD-11081,2022-06-08,Biba,Western Wear,Blazer,Chennai,315,245,510,3733
ORD-11082,2022-06-08,Manyavar,Western Wear,Trench Coat,Pune,158,172,212,2748
ORD-11083,2022-06-08,Biba,Ethnic Wear,Sherwani,Pune,135,106,211,2534
ORD-11084,2022-06-08,Biba,Formal Wear,Trouser,Chennai,346,382,593,5865
ORD-11085,2022-06-09,Westside,Sportswear,Sports Tee,Pune,168,177,505,2496
ORD-11086,2022-06-09,Pantaloons,Ethnic Wear,Salwar Kameez,Chennai,272,309,526,1545
ORD-11087,2022-06-09,Max Fashion,Ethnic Wear,Salwar Kameez,Delhi,366,362,188,1232
ORD-11088,2022-06-09,W for Woman,Western Wear,Blazer,Mumbai,340,400,125,3407
ORD-11089,2022-06-09,Fabindia,Sportswear,Sports Bra,Chennai,213,195,189,2341
ORD-11090,2022-06-10,W for Woman,Western Wear,Blazer,Delhi,345,284,502,2929
ORD-11091,2022-06-10,Biba,Casual Wear,Hoodie,Chennai,252,192,61,1761
ORD-11092,2022-06-10,Raymond,Ethnic Wear,Saree,Bengaluru,379,299,244,4738
ORD-11093,2022-06-10,Myntra,Sportswear,Yoga Pants,Mumbai,156,194,370,1922
ORD-11094,2022-06-11,Manyavar,Casual Wear,Shorts,Bengaluru,123,125,201,1405
ORD-11095,2022-06-11,Biba,Ethnic Wear,Salwar Kameez,Chennai,336,356,93,3373
ORD-11096,2022-06-11,Myntra,Formal Wear,Business Dress,Mumbai,386,298,317,4297
ORD-11097,2022-06-11,Manyavar,Casual Wear,Joggers,Bengaluru,287,269,175,705
ORD-11098,2022-06-11,Raymond,Western Wear,Trench Coat,Mumbai,267,241,224,4188
ORD-11099,2022-06-11,Pantaloons,Formal Wear,Formal Shirt,Hyderabad,203,193,521,5807
ORD-11100,2022-06-11,Myntra,Western Wear,Denim Jeans,Chennai,104,126,451,3365
ORD-11101,2022-06-11,Manyavar,Ethnic Wear,Lehenga,Bengaluru,360,440,560,2839
ORD-11102,2022-06-11,Fabindia,Western Wear,Jumpsuit,Pune,217,189,117,4053
ORD-11103,2022-06-11,Reliance Trends,Western Wear,Jumpsuit,Chennai,288,258,71,2919
ORD-11104,2022-06-11,W for Woman,Sportswear,Running Shorts,Delhi,238,292,307,1197
ORD-11105,2022-06-11,Raymond,Formal Wear,Trouser,Kolkata,228,269,93,4523
ORD-11106,2022-06-11,Manyavar,Sportswear,Sports Tee,Hyderabad,91,98,531,2367
ORD-11107,2022-06-12,Reliance Trends,Casual Wear,Joggers,Mumbai,195,217,427,1425
ORD-11108,2022-06-12,Biba,Casual Wear,Shorts,Ahmedabad,392,457,113,993
ORD-11109,2022-06-12,W for Woman,Casual Wear,Polo Shirt,Hyderabad,186,229,413,927
ORD-11110,2022-06-12,W for Woman,Ethnic Wear,Kurta,Bengaluru,132,104,515,4621
ORD-11111,2022-06-12,W for Woman,Sportswear,Sports Tee,Delhi,181,180,187,680
ORD-11112,2022-06-12,Fabindia,Formal Wear,Formal Shirt,Delhi,393,444,558,5282
ORD-11113,2022-06-13,Max Fashion,Formal Wear,Pencil Skirt,Mumbai,85,102,263,2374
ORD-11114,2022-06-13,Max Fashion,Formal Wear,Formal Shirt,Bengaluru,385,389,63,4234
ORD-11115,2022-06-13,Manyavar,Formal Wear,Suit,Delhi,292,352,268,4332
ORD-11116,2022-06-13,Manyavar,Ethnic Wear,Saree,Delhi,143,169,343,1691
ORD-11117,2022-06-13,Westside,Formal Wear,Pencil Skirt,Kolkata,93,97,467,3266
ORD-11118,2022-06-13,Biba,Sportswear,Sports Bra,Delhi,202,197,393,1122
ORD-11119,2022-06-13,Biba,Ethnic Wear,Lehenga,Pune,101,117,71,3564
ORD-11120,2022-06-13,Max Fashion,Formal Wear,Formal Shirt,Delhi,139,156,486,1953
ORD-11121,2022-06-13,Pantaloons,Western Wear,Trench Coat,Pune,391,310,77,1830
ORD-11122,2022-06-13,Biba,Western Wear,Denim Jeans,Hyderabad,210,251,414,2960
ORD-11123,2022-06-14,Westside,Sportswear,Track Suit,Ahmedabad,297,336,196,2135
ORD-11124,2022-06-14,W for Woman,Ethnic Wear,Saree,Chennai,363,273,590,4465
ORD-11125,2022-06-14,Max Fashion,Western Wear,Midi Dress,Bengaluru,288,222,289,3717
ORD-11126,2022-06-14,Myntra,Casual Wear,Hoodie,Mumbai,339,316,116,1575
ORD-11127,2022-06-15,Reliance Trends,Formal Wear,Suit,Bengaluru,286,322,480,3928
ORD-11128,2022-06-15,Reliance Trends,Sportswear,Sports Bra,Ahmedabad,125,149,352,1904
ORD-11129,2022-06-15,Biba,Sportswear,Sports Tee,Kolkata,369,295,71,958
ORD-11130,2022-06-15,Biba,Western Wear,Denim Jeans,Hyderabad,230,262,490,3509
ORD-11131,2022-06-16,Max Fashion,Sportswear,Track Suit,Ahmedabad,159,150,170,1914
ORD-11132,2022-06-16,W for Woman,Formal Wear,Trouser,Chennai,367,448,283,4463
ORD-11133,2022-06-16,Biba,Western Wear,Jumpsuit,Mumbai,225,261,402,3918
ORD-11134,2022-06-16,Pantaloons,Sportswear,Sports Bra,Kolkata,95,97,200,1985
ORD-11135,2022-06-16,Manyavar,Western Wear,Midi Dress,Delhi,361,339,437,2866
ORD-11136,2022-06-16,Max Fashion,Western Wear,Denim Jeans,Ahmedabad,298,238,199,3364
ORD-11137,2022-06-16,W for Woman,Ethnic Wear,Lehenga,Chennai,284,289,296,3345
ORD-11138,2022-06-16,Westside,Ethnic Wear,Salwar Kameez,Hyderabad,80,60,576,4357
ORD-11139,2022-06-17,Pantaloons,Ethnic Wear,Saree,Hyderabad,118,93,247,3543
ORD-11140,2022-06-17,Reliance Trends,Sportswear,Track Suit,Chennai,121,108,124,2184
ORD-11141,2022-06-17,W for Woman,Western Wear,Jumpsuit,Ahmedabad,290,308,101,2103
ORD-11142,2022-06-17,Westside,Ethnic Wear,Kurta,Ahmedabad,386,343,216,1276
ORD-11143,2022-06-18,Biba,Formal Wear,Business Dress,Bengaluru,256,194,144,5384
ORD-11144,2022-06-18,Biba,Formal Wear,Formal Shirt,Delhi,214,162,586,3125
ORD-11145,2022-06-18,Fabindia,Formal Wear,Trouser,Bengaluru,240,222,225,2390
ORD-11146,2022-06-18,Westside,Sportswear,Track Suit,Mumbai,184,216,218,600
ORD-11147,2022-06-18,W for Woman,Formal Wear,Formal Shirt,Pune,201,233,375,5973
ORD-11148,2022-06-18,Fabindia,Casual Wear,Hoodie,Hyderabad,191,185,353,1613
ORD-11149,2022-06-18,Raymond,Western Wear,Jumpsuit,Mumbai,152,179,351,1376
ORD-11150,2022-06-18,W for Woman,Casual Wear,T-Shirt,Ahmedabad,184,200,154,1494
ORD-11151,2022-06-18,Westside,Western Wear,Midi Dress,Bengaluru,175,137,215,3213
ORD-11152,2022-06-19,W for Woman,Western Wear,Denim Jeans,Chennai,345,419,479,3545
ORD-11153,2022-06-19,Westside,Formal Wear,Pencil Skirt,Hyderabad,298,352,287,2951
ORD-11154,2022-06-19,Myntra,Casual Wear,Hoodie,Kolkata,197,204,510,1605
ORD-11155,2022-06-19,Fabindia,Formal Wear,Business Dress,Ahmedabad,324,356,462,5745
ORD-11156,2022-06-19,Raymond,Western Wear,Denim Jeans,Mumbai,272,277,136,1939
ORD-11157,2022-06-19,Pantaloons,Western Wear,Denim Jeans,Kolkata,87,99,508,4012
ORD-11158,2022-06-20,Max Fashion,Western Wear,Denim Jeans,Bengaluru,117,145,192,3525
ORD-11159,2022-06-20,Max Fashion,Sportswear,Track Suit,Chennai,200,192,345,2342
ORD-11160,2022-06-20,Reliance Trends,Casual Wear,T-Shirt,Hyderabad,357,345,306,1727
ORD-11161,2022-06-20,Reliance Trends,Sportswear,Yoga Pants,Delhi,123,109,512,787
ORD-11162,2022-06-20,W for Woman,Casual Wear,Polo Shirt,Pune,309,292,250,1660
ORD-11163,2022-06-20,Reliance Trends,Formal Wear,Formal Shirt,Delhi,316,315,594,2728
ORD-11164,2022-06-20,Pantaloons,Sportswear,Sports Bra,Ahmedabad,158,184,182,1611
ORD-11165,2022-06-20,Raymond,Ethnic Wear,Sherwani,Mumbai,284,304,293,3820
ORD-11166,2022-06-20,Pantaloons,Casual Wear,Hoodie,Kolkata,313,323,81,972
ORD-11167,2022-06-21,Manyavar,Casual Wear,Shorts,Chennai,173,210,452,1207
ORD-11168,2022-06-21,Manyavar,Casual Wear,Joggers,Bengaluru,206,219,186,1201
ORD-11169,2022-06-21,Reliance Trends,Western Wear,Jumpsuit,Delhi,254,241,316,4003
ORD-11170,2022-06-21,Westside,Sportswear,Yoga Pants,Bengaluru,255,240,225,1303
ORD-11171,2022-06-21,Raymond,Sportswear,Sports Bra,Delhi,194,228,566,1349
ORD-11172,2022-06-21,Max Fashion,Ethnic Wear,Kurta,Chennai,277,339,382,928
ORD-11173,2022-06-22,W for Woman,Casual Wear,Shorts,Mumbai,179,161,172,552
ORD-11174,2022-06-22,Westside,Formal Wear,Pencil Skirt,Bengaluru,104,88,391,2204
ORD-11175,2022-06-22,Pantaloons,Casual Wear,Polo Shirt,Chennai,125,114,514,1071
ORD-11176,2022-06-22,Raymond,Western Wear,Blazer,Hyderabad,294,290,587,2175
ORD-11177,2022-06-22,Myntra,Casual Wear,T-Shirt,Chennai,156,171,161,578
ORD-11178,2022-06-22,Westside,Casual Wear,Polo Shirt,Pune,395,400,174,523
ORD-11179,2022-06-22,Manyavar,Formal Wear,Formal Shirt,Kolkata,146,126,576,2621
ORD-11180,2022-06-23,Pantaloons,Sportswear,Running Shorts,Mumbai,246,290,568,1505
ORD-11181,2022-06-23,Biba,Casual Wear,Shorts,Bengaluru,332,366,572,1770
ORD-11182,2022-06-23,Pantaloons,Casual Wear,Joggers,Kolkata,242,276,344,663
ORD-11183,2022-06-23,Pantaloons,Ethnic Wear,Saree,Kolkata,93,76,56,1122
ORD-11184,2022-06-23,W for Woman,Western Wear,Jumpsuit,Delhi,201,163,168,2499
ORD-11185,2022-06-24,Westside,Casual Wear,Shorts,Mumbai,347,295,485,605
ORD-11186,2022-06-24,Max Fashion,Casual Wear,Joggers,Pune,277,288,552,854
ORD-11187,2022-06-24,Pantaloons,Formal Wear,Suit,Bengaluru,83,67,577,3213
ORD-11188,2022-06-24,Biba,Sportswear,Sports Tee,Delhi,148,125,114,2399
ORD-11189,2022-06-24,Reliance Trends,Ethnic Wear,Lehenga,Delhi,110,103,58,1536
ORD-11190,2022-06-24,W for Woman,Formal Wear,Trouser,Ahmedabad,256,195,219,2213
ORD-11191,2022-06-25,Biba,Formal Wear,Trouser,Kolkata,325,319,316,3676
ORD-11192,2022-06-25,Biba,Western Wear,Midi Dress,Mumbai,246,202,142,4376
ORD-11193,2022-06-25,Fabindia,Sportswear,Sports Tee,Pune,107,109,236,959
ORD-11194,2022-06-25,W for Woman,Ethnic Wear,Kurta,Hyderabad,306,349,272,2324
ORD-11195,2022-06-26,Reliance Trends,Western Wear,Jumpsuit,Hyderabad,290,345,153,4474
ORD-11196,2022-06-26,Max Fashion,Casual Wear,Polo Shirt,Bengaluru,201,240,382,900
ORD-11197,2022-06-26,Manyavar,Casual Wear,Joggers,Chennai,293,237,524,730
ORD-11198,2022-06-26,Reliance Trends,Western Wear,Denim Jeans,Kolkata,213,251,560,1939
ORD-11199,2022-06-26,Biba,Western Wear,Jumpsuit,Ahmedabad,115,95,389,3930
ORD-11200,2022-06-26,Fabindia,Sportswear,Running Shorts,Hyderabad,331,365,384,1097
ORD-11201,2022-06-27,Myntra,Western Wear,Blazer,Delhi,148,169,456,3444
ORD-11202,2022-06-27,Max Fashion,Ethnic Wear,Lehenga,Ahmedabad,390,450,526,4924
ORD-11203,2022-06-27,Max Fashion,Western Wear,Trench Coat,Kolkata,174,151,597,1449
ORD-11204,2022-06-27,W for Woman,Casual Wear,Shorts,Pune,121,140,378,536
ORD-11205,2022-06-27,Reliance Trends,Western Wear,Blazer,Delhi,91,103,221,3919
ORD-11206,2022-06-27,Manyavar,Western Wear,Midi Dress,Hyderabad,109,115,251,3561
ORD-11207,2022-06-27,Westside,Western Wear,Jumpsuit,Delhi,391,482,198,1398
ORD-11208,2022-06-27,W for Woman,Western Wear,Denim Jeans,Bengaluru,140,165,521,3111
ORD-11209,2022-06-28,Fabindia,Ethnic Wear,Sherwani,Delhi,137,128,157,1860
ORD-11210,2022-06-28,Biba,Ethnic Wear,Kurta,Kolkata,350,395,304,2421
ORD-11211,2022-06-28,Pantaloons,Sportswear,Sports Tee,Pune,252,215,63,2190
ORD-11212,2022-06-28,Biba,Sportswear,Track Suit,Chennai,170,136,341,1880
ORD-11213,2022-06-28,Raymond,Sportswear,Sports Tee,Mumbai,375,405,187,863
ORD-11214,2022-06-28,W for Woman,Ethnic Wear,Sherwani,Kolkata,259,287,117,810
ORD-11215,2022-06-28,Myntra,Sportswear,Running Shorts,Delhi,197,243,171,1335
ORD-11216,2022-06-28,Max Fashion,Sportswear,Yoga Pants,Kolkata,278,251,183,2418
ORD-11217,2022-06-29,Biba,Western Wear,Denim Jeans,Ahmedabad,107,102,420,3163
ORD-11218,2022-06-29,Reliance Trends,Ethnic Wear,Salwar Kameez,Mumbai,306,339,137,4332
ORD-11219,2022-06-29,Biba,Western Wear,Blazer,Chennai,351,377,159,2508
ORD-11220,2022-06-29,Manyavar,Ethnic Wear,Salwar Kameez,Mumbai,207,161,67,3775
ORD-11221,2022-06-29,Reliance Trends,Formal Wear,Suit,Delhi,269,261,406,2912
ORD-11222,2022-06-29,Fabindia,Casual Wear,Hoodie,Bengaluru,208,204,52,1536
ORD-11223,2022-06-29,Fabindia,Ethnic Wear,Sherwani,Mumbai,186,141,472,2682
ORD-11224,2022-06-29,Biba,Ethnic Wear,Kurta,Pune,344,265,63,1598
ORD-11225,2022-06-29,Reliance Trends,Ethnic Wear,Salwar Kameez,Mumbai,135,167,112,4596
ORD-11226,2022-06-29,Fabindia,Formal Wear,Business Dress,Hyderabad,107,104,284,3857
ORD-11227,2022-06-29,Westside,Sportswear,Yoga Pants,Chennai,182,209,229,635
ORD-11228,2022-06-30,Biba,Sportswear,Running Shorts,Kolkata,352,415,413,1616
ORD-11229,2022-06-30,Fabindia,Ethnic Wear,Salwar Kameez,Mumbai,250,212,255,4097
ORD-11230,2022-06-30,Pantaloons,Formal Wear,Business Dress,Bengaluru,120,111,115,1655
ORD-11231,2022-06-30,Pantaloons,Ethnic Wear,Lehenga,Pune,297,237,388,1004
ORD-11232,2022-07-01,Westside,Formal Wear,Pencil Skirt,Ahmedabad,143,172,88,3651
ORD-11233,2022-07-01,Max Fashion,Western Wear,Jumpsuit,Delhi,368,415,326,2490
ORD-11234,2022-07-01,Manyavar,Western Wear,Denim Jeans,Mumbai,381,342,558,4408
ORD-11235,2022-07-01,W for Woman,Western Wear,Denim Jeans,Ahmedabad,382,370,173,2765
ORD-11236,2022-07-01,Fabindia,Formal Wear,Business Dress,Bengaluru,190,188,100,3680
ORD-11237,2022-07-01,Raymond,Western Wear,Blazer,Pune,173,147,577,3587
ORD-11238,2022-07-01,Fabindia,Formal Wear,Formal Shirt,Chennai,164,195,192,1917
ORD-11239,2022-07-02,Biba,Formal Wear,Pencil Skirt,Delhi,125,119,212,3625
ORD-11240,2022-07-02,W for Woman,Sportswear,Track Suit,Kolkata,394,408,566,1510
ORD-11241,2022-07-02,Max Fashion,Ethnic Wear,Sherwani,Chennai,340,260,122,4068
ORD-11242,2022-07-03,Westside,Western Wear,Denim Jeans,Kolkata,347,349,288,3276
ORD-11243,2022-07-03,Myntra,Sportswear,Sports Tee,Mumbai,212,216,478,2297
ORD-11244,2022-07-03,Pantaloons,Western Wear,Blazer,Delhi,233,244,143,1846
ORD-11245,2022-07-03,Biba,Sportswear,Yoga Pants,Pune,366,439,204,1961
ORD-11246,2022-07-03,Myntra,Ethnic Wear,Lehenga,Kolkata,197,218,314,1524
ORD-11247,2022-07-03,Myntra,Casual Wear,Hoodie,Ahmedabad,362,387,231,1780
ORD-11248,2022-07-04,Fabindia,Formal Wear,Suit,Ahmedabad,377,433,457,1870
ORD-11249,2022-07-04,Manyavar,Sportswear,Running Shorts,Pune,276,282,321,1647
ORD-11250,2022-07-04,Fabindia,Casual Wear,Polo Shirt,Ahmedabad,85,70,396,691
ORD-11251,2022-07-04,Pantaloons,Sportswear,Sports Tee,Chennai,357,365,50,1694
ORD-11252,2022-07-04,Max Fashion,Formal Wear,Pencil Skirt,Hyderabad,394,303,496,5428
ORD-11253,2022-07-04,Reliance Trends,Sportswear,Running Shorts,Delhi,297,226,114,2299
ORD-11254,2022-07-04,W for Woman,Ethnic Wear,Sherwani,Kolkata,387,414,217,2475
ORD-11255,2022-07-04,Pantaloons,Western Wear,Midi Dress,Mumbai,254,214,304,2242
ORD-11256,2022-07-05,Myntra,Formal Wear,Suit,Bengaluru,264,317,335,3647
ORD-11257,2022-07-05,Pantaloons,Sportswear,Track Suit,Kolkata,96,113,346,1423
ORD-11258,2022-07-05,Westside,Ethnic Wear,Kurta,Delhi,344,279,314,1142
ORD-11259,2022-07-05,Max Fashion,Formal Wear,Business Dress,Bengaluru,129,114,503,2356
ORD-11260,2022-07-05,Reliance Trends,Western Wear,Trench Coat,Bengaluru,281,298,321,3725
ORD-11261,2022-07-06,Pantaloons,Western Wear,Jumpsuit,Ahmedabad,239,290,440,4020
ORD-11262,2022-07-06,Raymond,Sportswear,Yoga Pants,Mumbai,136,110,188,1104
ORD-11263,2022-07-06,Raymond,Formal Wear,Formal Shirt,Delhi,116,114,482,5905
ORD-11264,2022-07-06,W for Woman,Sportswear,Running Shorts,Pune,240,209,178,1271
ORD-11265,2022-07-06,Myntra,Casual Wear,Joggers,Pune,328,247,75,1011
ORD-11266,2022-07-07,Myntra,Casual Wear,Polo Shirt,Chennai,272,339,330,1418
ORD-11267,2022-07-07,Manyavar,Casual Wear,Hoodie,Bengaluru,87,100,368,1145
ORD-11268,2022-07-07,Max Fashion,Formal Wear,Suit,Mumbai,372,362,365,5648
ORD-11269,2022-07-07,Pantaloons,Sportswear,Track Suit,Bengaluru,204,240,428,2204
ORD-11270,2022-07-08,Pantaloons,Western Wear,Blazer,Kolkata,228,177,456,3672
ORD-11271,2022-07-08,Pantaloons,Ethnic Wear,Saree,Bengaluru,175,141,205,3209
ORD-11272,2022-07-08,Manyavar,Formal Wear,Business Dress,Pune,148,167,118,2147
ORD-11273,2022-07-08,Fabindia,Casual Wear,T-Shirt,Kolkata,337,390,307,412
ORD-11274,2022-07-09,Reliance Trends,Ethnic Wear,Kurta,Pune,326,360,180,2404
ORD-11275,2022-07-09,Westside,Ethnic Wear,Lehenga,Bengaluru,289,331,218,4281
ORD-11276,2022-07-09,W for Woman,Western Wear,Denim Jeans,Chennai,197,220,540,2133
ORD-11277,2022-07-10,Max Fashion,Sportswear,Running Shorts,Mumbai,316,324,222,1234
ORD-11278,2022-07-10,Max Fashion,Western Wear,Denim Jeans,Hyderabad,337,307,309,4464
ORD-11279,2022-07-10,Manyavar,Formal Wear,Suit,Kolkata,226,243,396,2412
ORD-11280,2022-07-10,Westside,Western Wear,Blazer,Chennai,355,375,553,3046
ORD-11281,2022-07-10,Manyavar,Western Wear,Blazer,Bengaluru,330,275,246,4006
ORD-11282,2022-07-10,Myntra,Formal Wear,Suit,Mumbai,114,120,446,4194
ORD-11283,2022-07-10,Pantaloons,Western Wear,Denim Jeans,Hyderabad,246,272,565,2292
ORD-11284,2022-07-11,Myntra,Western Wear,Trench Coat,Mumbai,133,133,455,3142
ORD-11285,2022-07-11,Raymond,Ethnic Wear,Kurta,Bengaluru,222,194,418,2943
ORD-11286,2022-07-11,Max Fashion,Sportswear,Sports Tee,Kolkata,113,111,272,631
ORD-11287,2022-07-11,Reliance Trends,Casual Wear,Polo Shirt,Delhi,155,157,564,923
ORD-11288,2022-07-11,Reliance Trends,Formal Wear,Pencil Skirt,Pune,380,385,208,5442
ORD-11289,2022-07-11,Fabindia,Western Wear,Midi Dress,Chennai,310,338,309,2152
ORD-11290,2022-07-11,Pantaloons,Sportswear,Sports Bra,Chennai,169,149,258,1667
ORD-11291,2022-07-12,Reliance Trends,Western Wear,Blazer,Delhi,157,194,561,2805
ORD-11292,2022-07-12,Myntra,Sportswear,Sports Bra,Hyderabad,165,135,95,959
ORD-11293,2022-07-12,Fabindia,Ethnic Wear,Saree,Pune,316,305,167,1171
ORD-11294,2022-07-12,Myntra,Formal Wear,Formal Shirt,Delhi,231,195,442,3427
ORD-11295,2022-07-12,Raymond,Sportswear,Yoga Pants,Hyderabad,123,128,98,999
ORD-11296,2022-07-12,Pantaloons,Casual Wear,Shorts,Kolkata,130,99,253,1227
ORD-11297,2022-07-12,Raymond,Casual Wear,Shorts,Pune,304,354,389,494
ORD-11298,2022-07-13,Manyavar,Formal Wear,Business Dress,Delhi,117,88,452,2239
ORD-11299,2022-07-13,Myntra,Western Wear,Trench Coat,Ahmedabad,357,325,458,4363
ORD-11300,2022-07-13,Myntra,Sportswear,Sports Bra,Kolkata,367,414,490,1734
ORD-11301,2022-07-14,Max Fashion,Western Wear,Midi Dress,Pune,161,152,520,3362
ORD-11302,2022-07-14,Max Fashion,Sportswear,Sports Bra,Delhi,321,325,546,2244
ORD-11303,2022-07-14,Biba,Sportswear,Running Shorts,Kolkata,312,365,515,859
ORD-11304,2022-07-14,Biba,Ethnic Wear,Saree,Pune,263,257,584,2330
ORD-11305,2022-07-14,Reliance Trends,Sportswear,Track Suit,Kolkata,151,184,522,841
ORD-11306,2022-07-14,Westside,Formal Wear,Business Dress,Chennai,126,136,191,3014
ORD-11307,2022-07-14,Max Fashion,Ethnic Wear,Saree,Bengaluru,223,177,462,1928
ORD-11308,2022-07-14,Westside,Western Wear,Jumpsuit,Kolkata,342,356,510,4096
ORD-11309,2022-07-14,Max Fashion,Western Wear,Denim Jeans,Kolkata,230,215,96,2982
ORD-11310,2022-07-14,Biba,Sportswear,Sports Tee,Kolkata,334,389,68,1049
ORD-11311,2022-07-15,Manyavar,Casual Wear,Hoodie,Mumbai,315,263,189,763
ORD-11312,2022-07-15,Raymond,Sportswear,Sports Bra,Chennai,82,63,547,1092
ORD-11313,2022-07-15,Pantaloons,Ethnic Wear,Salwar Kameez,Delhi,279,340,432,851
ORD-11314,2022-07-15,Myntra,Casual Wear,Joggers,Delhi,139,144,51,623
ORD-11315,2022-07-15,Fabindia,Western Wear,Midi Dress,Mumbai,265,228,501,3532
ORD-11316,2022-07-15,Fabindia,Ethnic Wear,Kurta,Pune,383,347,65,837
ORD-11317,2022-07-16,Manyavar,Sportswear,Sports Bra,Kolkata,230,198,194,2371
ORD-11318,2022-07-16,Biba,Formal Wear,Suit,Chennai,222,272,168,5716
ORD-11319,2022-07-16,W for Woman,Western Wear,Midi Dress,Chennai,355,280,122,2256
ORD-11320,2022-07-16,Reliance Trends,Casual Wear,Joggers,Pune,193,210,120,836
ORD-11321,2022-07-16,W for Woman,Casual Wear,Joggers,Kolkata,157,150,111,1517
ORD-11322,2022-07-16,W for Woman,Formal Wear,Business Dress,Hyderabad,208,248,565,2948
ORD-11323,2022-07-16,Manyavar,Western Wear,Midi Dress,Pune,150,153,388,1417
ORD-11324,2022-07-17,Pantaloons,Casual Wear,T-Shirt,Kolkata,309,327,410,1213
ORD-11325,2022-07-17,Myntra,Sportswear,Sports Tee,Mumbai,356,433,382,2096
ORD-11326,2022-07-17,Fabindia,Ethnic Wear,Sherwani,Hyderabad,131,160,152,4590
ORD-11327,2022-07-17,Biba,Sportswear,Track Suit,Kolkata,231,254,505,1898
ORD-11328,2022-07-17,Reliance Trends,Ethnic Wear,Kurta,Kolkata,199,180,324,1481
ORD-11329,2022-07-17,Biba,Ethnic Wear,Salwar Kameez,Ahmedabad,240,274,415,1287
ORD-11330,2022-07-18,Raymond,Ethnic Wear,Saree,Delhi,252,216,237,3642
ORD-11331,2022-07-18,Myntra,Sportswear,Yoga Pants,Ahmedabad,224,172,554,2329
ORD-11332,2022-07-18,Reliance Trends,Western Wear,Midi Dress,Mumbai,261,288,424,2144
ORD-11333,2022-07-19,Manyavar,Ethnic Wear,Kurta,Hyderabad,235,267,62,2465
ORD-11334,2022-07-19,Biba,Casual Wear,Shorts,Mumbai,189,182,568,547
ORD-11335,2022-07-19,W for Woman,Sportswear,Track Suit,Kolkata,395,418,228,2004
ORD-11336,2022-07-19,Biba,Sportswear,Yoga Pants,Mumbai,265,250,84,1919
ORD-11337,2022-07-20,Reliance Trends,Ethnic Wear,Kurta,Pune,360,280,446,4398
ORD-11338,2022-07-20,Max Fashion,Western Wear,Midi Dress,Chennai,144,159,273,3535
ORD-11339,2022-07-20,Myntra,Casual Wear,Polo Shirt,Mumbai,281,279,436,1071
ORD-11340,2022-07-21,Myntra,Western Wear,Trench Coat,Delhi,332,284,438,2244
